REFCODE,SCP,LCD,PLD,Va,Density,ASA,VF,KH311,300,305,310,315,320,325,330,335,340,345,350,353,adsH,dW
SADLIU_clean.cif,17.02260125,6.62286,6.40431,0.261777,1.67165,853.463,0.622022,-2.869106835,-6.950781977,-6.8569852,-7.112945622,-5.380906669,-6.818156412,-6.910094889,-7.590066877,-7.087777943,-6.974694135,-7.319664487,-8.563837353,-7.055024092,55.2914911,0.035506266
ETEKAQ01_clean.cif,38.8267284,5.94871,4.58593,0.402933,1.17141,1498.97,0.575816,7.004321374,-7.690369833,-7.705533774,-8.3400838,-8.140261434,-8.431798276,-8.368556231,-8.705533774,-8.910094889,-8.651695137,-8.315154638,-8.769551079,-8.698970004,55.27893839,0.057114726
ADOBAX.cif,19.29716748,5.52187,3.72148,0.0589756,1.63796,196.314,0.30797,-1.245935425,-7.607303047,-7.769551079,-8.166215625,-8.283996656,-6.850780887,-8.49757288,-8.176525771,-8.197226275,-9.14691047,-8.847711656,-8.714442691,-9.37675071,55.27803578,0.02297233
DEGJIK_clean.cif,6.546015358,4.06578,3.41694,0.122274,1.5866,224.17,0.283582,-2.43375937,-7.348721986,-7.549750892,-7.866461092,-7.896196279,-8.259637311,-7.537602002,-8.026410377,-8.417936637,-8.554395797,-8.57024772,-8.962573502,-8.962573502,55.25932684,0.009707939
OKIVIO_clean.cif,9.245207157,4.83197,3.92755,0.123198,1.3182,456.587,0.325719,-0.102166805,-8.913640169,-8.93930216,-8.369572125,-6.093664958,-7.879426069,-7.721246399,-8.278189385,-8.605548319,-7.970616222,-7.645891561,-10.09528445,-8.559090918,55.245371,0.012916113
AVIMOI_clean.cif,28.0829013,5.22406,4.12249,0.209272,1.22616,697.087,0.447322,5.024226984,-7.958607315,-8.183096161,-7.73754891,-9.790484985,-8.928117993,-9.54515514,-8.215382707,-9.304518324,-9.413412695,-8.280668713,-9.501689446,-9.519993057,55.23831625,0.040386583
CUNWEO_clean.cif,33.76046539,6.9088,6.22371,0.258234,1.23144,836.895,0.461965,-2.488377294,-5.476253533,-6.696803943,-8.001740662,-8.257274869,-8.100726813,-7.759450752,-6.66756154,-8.408935393,-8.310691141,-6.43062609,-8.759450752,-7.974694135,55.23744543,0.031556
LUFNAC04_clean.cif,40.06775549,7.64446,5.84523,0.405419,1.02659,1308.84,0.590365,-0.942973259,-8.356547324,-8.247183569,-8.59345982,-8.809668302,-7.679853714,-8.659555885,-8.841637508,-8,-8.793174124,-8.764471553,-7.943095149,-8.221125528,55.20727071,0.044369229
PEFRID01_clean.cif,1.90543088,6.56102,5.3697,0.218803,1.31717,840.199,0.525535,4.415564254,-8.181114585,-7.73754891,-8.211124884,-8.187086643,-7.899629455,-7.657577319,-8.396855627,-8.4710833,-7.591760035,-8.671620397,-10.77989191,-8.565431096,55.20620379,0.011263758
DEYLUQ_clean.cif,27.05032526,7.03468,4.31602,0.141367,1.6199,507.166,0.371468,0.253049511,-8.552841969,-8.841637508,-9.177831921,-8.698970004,-8.048662481,-9.032452024,-9.050122296,-8.180456064,-9.324221658,-8.308034897,-8.995678626,-9.124938737,55.19559541,0.033674093
TEWFUY_clean.cif,11.34777889,4.72405,3.31552,0.136043,1.20256,445.75,0.384479,-1.184192548,-6.643974143,-8.244125144,-7.184422252,-8.511449283,-8.355561411,-7.935542011,-8.468521083,-7.698970004,-8.896196279,-8.93930216,-9.991399828,-9.163675884,55.18849876,0.01440122
GESFAN_clean.cif,36.05961811,7.3078,6.66029,0.253403,1.05603,774.911,0.335377,-1.149489771,-6.906578315,-7.325138859,-8.460923901,-7.866461092,-7.632644079,-8.716698771,-9.528708289,-8.386158178,-8.122053048,-8.512861625,-7.931814138,-7.11577123,55.16568175,0.030322422
OKITIM_clean.cif,28.72632254,4.82914,3.90677,0.122301,1.21667,523.846,0.39826,-1.289293816,-6.978810701,-6.924453039,-8.044793462,-6.607303047,-8.43062609,-8.068542129,-7.161780778,-7.522878745,-8.402304814,-7.37161107,-9.818156412,-8.388276692,55.15791708,0.027748376
XIHSAJ_clean.cif,21.46785445,5.87874,3.55911,0.375465,1.01421,1373.16,0.578783,0.52554234,-7.906578315,-7.557520231,-7.36251027,-7.335358024,-8.054039296,-7.287350298,-7.935542011,-7.185086819,-7.511449283,-7.920818754,-9.575118363,-7.931814138,55.14359011,0.022890919
GEDQOX_clean.cif,14.21507961,6.2541,4.44138,0.468379,1.07947,2033.34,0.665497,4.881285916,-8.333482019,-7.294136288,-8.962573502,-8.444905551,-7.735182177,-8.119186408,-6.085656843,-8.463441557,-7.029653124,-8.209011525,-7.13430394,-8.886056648,55.1264914,0.041890841
WODFOL_clean.cif,4.844137357,4.20098,3.63302,0.100767,1.50844,211.223,0.29376,-1.682923299,-7.290730039,-8.752026734,-7.49757288,-7.168130226,-7.978810701,-6.882728704,-7.617982957,-7.377785977,-7.832682665,-7.76700389,-10.18909572,-7.752026734,55.1072358,0.003392862
ZURQOS_clean.cif,38.64212676,4.18226,3.52075,0.252033,1.30618,650.679,0.416352,-2.214071821,-8.663540266,-6.449771647,-6.761953897,-8.041914151,-8.605548319,-8.507239611,-8.094743951,-7.714442691,-8.645891561,-8.382999659,-9.246416941,-8.688246139,55.08809792,0.07942513
FEFZOF_clean.cif,29.37541306,4.74941,3.78206,0.135677,1.78217,401.491,0.396023,-0.153060737,-9.030584088,-8.71219827,-9.472370099,-9.2069084,-8.818156412,-8.847711656,-9.066512712,-8.899629455,-9.381951903,-9.303643611,-9.397940009,-9.189095719,55.06446629,0.040415007
EKOPIE_clean.cif,26.17572017,6.36084,5.00357,0.376053,1.21526,1431.69,0.621548,1.982675934,-8.578396073,-9.005243055,-8.186419011,-8.453457337,-8.54668166,-8.772113295,-8.607303047,-8.950781977,-8.782516056,-8.835647144,-8.514278574,-8.749579998,55.04101646,0.037897699
IFENOY02_clean.cif,17.46669394,7.27251,5.76002,0.105604,1.32381,343.408,0.190918,-2.931832698,-8.991399828,-9.166215625,-9.191114133,-8.525783736,-9.54668166,-8.903089987,-7.684029655,-8.605548319,-9.355561411,-9.73754891,-8.279840697,-9.619788758,55.02518583,0.046270227
BEPMEQ_clean.cif,50.23095486,10.65593,10.54228,0.365965,1.01266,1050.32,0.455291,-1.582804084,-8.735182177,-8.019088062,-8.396855627,-9.038578906,-8.259637311,-8.987162775,-8.759450752,-7.958607315,-8.588380294,-8.987162775,-9.254925208,-9.008330993,55.00903634,0.066894487
VACFOV01_clean.cif,73.83515335,6.9686,6.75464,0.509458,0.970836,1921.99,0.71604,-2.437481123,-7.826813732,-7.860120914,-7.236572006,-8.42945706,-8.369572125,-8.518557371,-8.389339837,-7.169411331,-8.374687549,-6.995678626,-9.931814138,-7.818156412,55.0031235,0.071035109
GIQYAH_clean.cif,22.89789274,4.51892,3.43794,0.174569,1.84797,468.775,0.47674,10.90741136,-8.485452247,-8.793174124,-8.698970004,-8.649751982,-9.244887734,-8.071604148,-9.09420412,-9.126679398,-8.823908741,-8.844663963,-9.217527376,-8.974694135,54.99898879,0.016034503
ALUJOH_clean.cif,22.58464379,6.08549,4.42105,0.202913,1.41539,817.978,0.497765,3.42686896,-8.809668302,-8.818156412,-7.48945499,-8.698970004,-8.643974143,-8.521433504,-8.42136079,-8.290730039,-8.728158393,-8.120330794,-8.872895202,-7.899629455,54.97991912,0.013428711
GERNOI_clean.cif,31.34180475,7.35962,3.4401,0.237209,1.05982,928.401,0.451148,0.818915728,-8.287350298,-8.54515514,-6.457174573,-8.390405591,-8.326979093,-8.804100348,-8.444905551,-8.91721463,-8.598599459,-8.906578315,-9.262807357,-8.663540266,54.9704071,0.064003265
FAMBUS_clean.cif,34.17386044,6.22228,4.99291,0.310968,1.1744,1013.68,0.529692,-2.046440835,-6.521433504,-6.045275209,-6.226945307,-7.469800302,-6.806875402,-7.462180905,-8.455931956,-7.289882635,-8.316052869,-7.882728704,-6.838631998,-7.525783736,54.96585411,0.055947868
COWMOR_clean.cif,40.87411957,6.85047,5.36083,0.416705,1.24692,1514.88,0.630222,4.420089484,-8.367542708,-8.059483515,-8.109020403,-8.328827157,-6.844663963,-8.539102157,-8.22475374,-8.698970004,-8.474955193,-8.4867824,-8.186419011,-8.056011125,54.96257491,0.036614552
ILOJOJ_clean.cif,31.86663159,6.13171,4.39398,0.1749,1.27844,561.695,0.313641,-0.532981218,-8.514278574,-7.818156412,-8.061480275,-8.179798541,-9.017728767,-8.739928612,-9.004803708,-8.515700161,-8.853871964,-8.440093375,-8.638272164,-8.287350298,54.95120412,0.029652272
OKIYIR03_clean.cif,17.84051233,4.64742,3.77977,0.104395,1.32574,432.798,0.312534,-0.769492325,-8.123782159,-8.735182177,-7.536107011,-8.555955204,-8.27572413,-7.954677021,-6.245651664,-8.168130226,-8.298432015,-8.366531544,-10.01863449,-7.869666232,54.94899557,0.013341297
KUXLUL_clean.cif,18.20961763,5.43824,5.20617,0.41811,1.21834,1626.52,0.65287,-1.844011493,-6.230622674,-8.07109231,-7.735182177,-6.692503962,-7.457174573,-7.280668713,-7.301029996,-8.235823868,-6.954677021,-7.677780705,-7.144480844,-8.2644011,54.93755763,0.040745834
IXAKAU_clean.cif,35.94690247,6.42966,5.7018,0.727091,0.780645,3034.9,0.720919,-0.713294343,-8.22184875,-8.603800653,-7.663540266,-8.634512015,-8.679853714,-8.88941029,-8.987162775,-8.598599459,-8.295849483,-8.89279003,-9.441291429,-7.928117993,54.93704726,0.092223291
JILXOS_clean.cif,10.16242376,4.08874,3.51653,0.0640068,1.57483,208.44,0.209828,-1.995932397,-7.299296283,-8.030118356,-7.507239611,-7.308034897,-8.219682688,-7.282329497,-7.974694135,-7.404503778,-6.208309351,-6.8569852,-8.065501549,-8.126679398,54.9216695,0.011223254
VIXCUB_clean.cif,51.36884758,5.43392,4.44191,0.412199,1.09462,1824.67,0.570746,-1.402236824,-6.896196279,-7.000869459,-7.649751982,-7.493494968,-8.841637508,-7.413412695,-7.100179498,-7.242603971,-8.005682847,-8.335358024,-9.419075024,-8.417936637,54.90704532,0.065777173
GAYGAQ_clean.cif,12.46229348,5.37948,4.60231,0.258897,1.32331,666.706,0.50555,-1.218031479,-7.540607512,-8.716698771,-6.749579998,-8.3400838,-8.058985756,-8.48148606,-7.011441043,-8.500312917,-8.080921908,-8.795880017,-8.625251654,-8.823908741,54.90164138,0.019489216
FAPTOH_clean.cif,26.27970677,7.33597,4.15774,0.450125,1.02549,1774.6,0.643767,-1.550759255,-7.872895202,-6.498940738,-7.22184875,-7.503070352,-7.872895202,-7.798602876,-6.954677021,-6.913640169,-7.457174573,-7.229884705,-7.283162277,-6.595166283,54.8952155,0.043011751
IVEHEW_clean.cif,43.3385902,8.06161,6.6978,0.571588,0.857961,1938.03,0.644041,1.610276793,-7.970616222,-8.240332155,-8.30980392,-8.518557371,-7.1837587,-8.586700236,-7.653647026,-7.366531544,-8.57024772,-8.176525771,-7.966576245,-7.863279433,54.89382285,0.04850873
ACOLUB_clean.cif,27.14825301,7.70318,4.91038,0.307653,1.08434,1218.5,0.521129,-2.075765697,-7.102372909,-7.730487056,-7.607303047,-8.048662481,-7.677780705,-8.73754891,-7.728158393,-8.071604148,-7.974694135,-8.185086819,-8.910094889,-8.283996656,54.88709503,0.050886804
XEXLAP_clean.cif,42.77400016,8.9048,7.95039,0.391202,1.0685,1194.2,0.537406,-2.279997898,-7.369572125,-8.131943638,-8.623423043,-6.555955204,-7.701146924,-7.655607726,-8.297569464,-7.154281982,-7.093126465,-7.336299075,-8.694648631,-8.732828272,54.87653416,0.053834319
BEPMIU_clean.cif,50.53156467,10.47999,9.45825,0.362606,1.02149,1036.24,0.440413,-1.634468962,-7.528708289,-7.024108864,-8.785156152,-6.970616222,-8.681936665,-7.442492798,-7.366531544,-8.201349355,-8.954677021,-7.872895202,-8.950781977,-8.943095149,54.85158243,0.059563498
HOMZEP_clean.cif,31.50261624,8.51576,6.72485,0.230076,1.30479,816.971,0.7063,-0.824725983,-6.777283529,-8.571865206,-8.216096421,-6.910094889,-9.040958608,-8.886056648,-9.312471039,-7.359518563,-7.616184634,-7.764471553,-8.847711656,-7.764471553,54.84227281,0.039519676
MADWAQ_clean.cif,11.527524,5.46894,4.2799,0.106228,1.52314,329.621,0.237806,-1.514850913,-7.673664139,-8.369572125,-8.023191663,-6.70333481,-7.552841969,-8.247183569,-9.079876674,-7.053547735,-7.467245621,-7.403402904,-7.744727495,-7.528708289,54.82766965,0.014763125
HICVUM_clean.cif,21.36408513,5.44607,3.96913,0.266992,1.38731,932.523,0.543936,2.027806091,-7.782516056,-8.537602002,-8.518557371,-8.359518563,-8.661543506,-6.279014256,-8.411168274,-8.228412519,-8.484126156,-8.821023053,-8.272458743,-8.974694135,54.81306116,0.025448666
LIXWAR_clean.cif,26.68667796,5.40002,3.52579,0.258039,1.06263,896.589,0.529251,2.779369906,-7.931814138,-8.347753659,-8.457174573,-8.231361899,-7.062983893,-7.913640169,-8.111820506,-7.542118103,-7.628932138,-7.756961951,-7.290730039,-8.254144805,54.79946931,0.033831411
LUSJEP_clean.cif,28.24431171,5.997,5.11701,0.280349,1.18923,868.937,0.48311,-1.309874831,-5.519993057,-7.119758224,-6.590066877,-6.841637508,-8.041914151,-7.596879479,-6.899629455,-7.413412695,-8.290730039,-7.424812155,-7.075204004,-7.53165267,54.79700872,0.03209581
OFEHAK_clean.cif,20.52291196,6.57238,4.18036,0.262017,1.26099,1044.43,0.496181,4.97923506,-6.586700236,-8.732828272,-7.910094889,-8.841637508,-8.688246139,-7.931814138,-8.812479279,-7.55129368,-8.057000407,-8.600326279,-10.51712642,-9.017728767,54.77773348,0.022300337
ICALOP_clean.cif,103.4314102,7.81583,5.62118,0.788953,0.796498,2915.76,0.817599,-2.168841413,-5.739928612,-5.982966661,-7.899629455,-8,-7.872895202,-8.200659451,-6.675717545,-7.966576245,-7.809668302,-8.145086978,-6.764471553,-8.150580586,54.77699559,0.112446168
XINFUW_clean.cif,61.33020111,6.29844,4.74174,0.699628,0.841018,3091.23,0.715173,2.856186741,-5.59345982,-7.630784143,-8.203425667,-6.347753659,-8.22184875,-8.522878745,-6.368556231,-7.609064893,-8.047207557,-7.946921557,-9.835647144,-8.063989204,54.76982024,0.062293817
TAGSEB_clean.cif,13.14631865,5.65501,4.12237,0.142793,1.3278,590.749,0.338812,-0.690821393,-7.928117993,-8.135488919,-7.4710833,-7.675717545,-8.254144805,-8.15864053,-7.696803943,-8.752026734,-8.427128398,-8.906578315,-10.49079748,-8.628932138,54.73465264,0.031610186
AROFAP_clean.cif,25.99328565,5.91593,4.08361,0.27881,1.16997,1030.86,0.551539,4.056214766,-7.818156412,-7.966576245,-8.404503778,-8.838631998,-8.872895202,-8.164943898,-8.920818754,-8.628932138,-9.017276612,-8.400116928,-8.920818754,-8.366531544,54.71239296,0.0298553
TACPAP_clean.cif,4.492473836,6.29305,6.18449,0.103783,1.70548,325.426,0.247719,-1.656752943,-4.628932138,-7.098541679,-6.950781977,-7.416801226,-7.812479279,-6.815308569,-7.823908741,-7.787812396,-8.2069084,-8.508638306,-8.400116928,-8.477555766,54.71022563,0.009145613
TEDLUK_clean.cif,41.23410363,5.71879,4.75859,0.108728,1.32625,381.375,0.291455,-0.362933764,-8.616184634,-8.605548319,-8.522878745,-7.634512015,-8.504455662,-8.432973634,-7.659555885,-8.344861565,-8.343901798,-7.438898616,-9.266802735,-8.548213564,54.70852128,0.035068854
LAGNUE_clean.cif,17.25658289,5.28121,4.68825,0.232712,1.29946,755.096,0.494172,4.207462015,-9.15864053,-9.066006836,-8.255707017,-8.70333481,-7.725842151,-8.987162775,-7.111259039,-8.563837353,-7.139063379,-7.879426069,-7.076755981,-8.110138279,54.70477044,0.018627051
VEDGAO_clean.cif,54.21126401,5.65623,3.56167,0.286286,1.07445,1088.52,0.513001,-1.448513406,-8.384049948,-8.049148541,-8.184422252,-8.978810701,-7.46470588,-8.069050969,-8.876148359,-8.958607315,-8.71219827,-8.924453039,-9.469800302,-7.659555885,54.62429404,0.083822792
CITZIP_clean.cif,16.52559543,6.68277,5.20945,0.269499,1.42635,851.232,0.507624,-0.819541503,-7.850780887,-8.312471039,-8.296708622,-8.334419009,-7.882728704,-8.28567024,-8.679853714,-7.344861565,-8.879426069,-8.785156152,-9.116338565,-8.628932138,54.62197223,0.028833891
YEKXET_clean.cif,49.76822813,7.13092,4.76515,0.477675,0.985188,2146.36,0.649754,-1.459238948,-7.534617149,-7.080921908,-7.591760035,-8.137272472,-7.625251654,-8.006123085,-7.958607315,-7.591760035,-7.749579998,-7.640164518,-10.04672366,-6.863279433,54.60958351,0.047965031
BETFEN_clean.cif,62.53611501,6.01939,4.2463,0.439266,1.07862,1815.54,0.648965,4.988637872,-8.436518915,-7.477555766,-8.395773947,-8.774690718,-8.406713933,-8.756961951,-9.062482108,-8.812479279,-8.76700389,-7.651695137,-8.583359493,-8.176525771,54.58875237,0.048508359
ETEJOD01_clean.cif,31.43534665,6.55707,4.91207,0.497584,1.10092,1984.43,0.682673,7.371067862,-7.982966661,-7.144480844,-7.920818754,-8.027334408,-7.266802735,-7.89279003,-7.863279433,-8.501689446,-7.621602099,-7.987162775,-8.378823718,-8.034798299,54.57088588,0.050091109
VACFOV_clean.cif,18.66373712,7.04016,6.80377,0.559657,0.930569,2186.39,0.701655,-2.59543823,-8.036212173,-8.326979093,-7.607303047,-8.255707017,-8.248720896,-7.219682688,-7.089375595,-8.68613278,-7.515700161,-8.675717545,-10.07058107,-7.694648631,54.55289054,0.064731232
UZIJUJ_clean.cif,38.04871771,6.70446,5.73671,0.395783,1.01975,1656.48,0.60867,4.261096258,-8.410050399,-8.417936637,-9.201349355,-7.627087997,-9.209011525,-8.798602876,-9.183096161,-7.910094889,-9.07211659,-8.087246696,-10.63638802,-9.349692477,54.54194245,0.035114541
ISOHEE_clean.cif,50.85139762,8.35153,6.2942,0.609966,0.84726,1976.83,0.652653,-1.624219371,-6.586700236,-7.690369833,-8.300162274,-7.818156412,-7.019088062,-7.692503962,-8.050122296,-8.396855627,-7.068542129,-7.812479279,-7.48148606,-8.152427341,54.50721677,0.061356605
FEYJOJ_clean.cif,50.51407099,5.93219,4.55215,0.56362,0.913381,2403.98,0.725619,2.224188494,-6.567030709,-7.462180905,-7.318758763,-7.872895202,-7.443697499,-8.159266765,-7.958607315,-6.575118363,-8.131355562,-7.735182177,-8.317854924,-8.698970004,54.49513832,0.091916203
IJASOC_clean.cif,45.3192178,6.15336,5.69146,0.47793,1.0194,1632.14,0.605721,6.451786436,-8.924453039,-8.943095149,-9.638272164,-8.76700389,-9.379863945,-9.459670525,-9.266000713,-9.110138279,-9.588380294,-8.435333936,-9.394694954,-9.407823243,54.44466666,0.05617554
LAVSUY_clean.cif,20.39565358,6.62027,6.39825,0.35138,1.28067,1073.77,0.607326,-0.01814743,-8.413412695,-8.774690718,-8.031984286,-7.447331784,-8.363512104,-8.216096421,-8.048176965,-7.3400838,-8.742321425,-7.168130226,-7.444905551,-9.040481623,54.44424323,0.025086874
RIHJUO_clean.cif,25.04112085,6.32654,5.09218,0.234831,1.46403,754.57,0.480737,-1.627621992,-7.73754891,-8.444905551,-7.482804102,-7.022733788,-7.838631998,-8.829738285,-7.663540266,-8.647817482,-8.149353765,-8.449771647,-9.253365801,-8.634512015,54.42997017,0.047919198
DARCUW_clean.cif,52.73988784,7.25413,3.96206,0.341517,1.19701,1238.7,0.601104,-2.323577109,-6.790484985,-8.011441043,-7.342944147,-8.026872146,-6.671620397,-7.563837353,-7.40560745,-6.991399828,-8.684029655,-7.068033885,-8.266802735,-7.906578315,54.41728668,0.032221277
VETTOE_clean.cif,51.00238177,6.95497,4.60522,0.567577,0.902784,2234.61,0.718907,3.565837197,-8.417936637,-8.806875402,-9.090443971,-8.649751982,-9.14327111,-8.586700236,-9.205511953,-9.11577123,-9.026410377,-9.282329497,-10.80410035,-9.011441043,54.4000399,0.075793943
XUVHEB_clean.cif,32.08945456,5.91838,5.23761,0.305968,1.07724,1087.37,0.519453,-1.848332957,-8.150580586,-8.565431096,-8.247951552,-7.324221658,-8.507239611,-8.595166283,-7.045757491,-6.910094889,-8.273272791,-8.177178355,-10.09205148,-8.163043263,54.3787298,0.03297076
CAWVIH_clean.cif,22.29196294,6.56684,4.20056,0.157059,1.23903,564.812,0.364922,-2.343914261,-7.642065153,-7.899629455,-8.578396073,-6.663540266,-7.220403509,-8.450996738,-7.26520017,-6.882728704,-7.795880017,-7.89279003,-8.238072162,-8.555955204,54.35231724,0.039093844
UBUROY_clean.cif,57.92392791,6.58633,5.16401,0.589977,1.08106,2163.08,0.572255,1.280086438,-6.714442691,-7.603800653,-7.173925197,-7.818156412,-6.27083521,-7.301029996,-8.241845378,-7.801342913,-7.353596274,-7.978810701,-8.812479279,-7.187086643,54.34723489,0.073163971
QOJVAM_clean.cif,9.714030853,5.21896,3.84721,0.25416,1.3881,789.539,0.577721,-1.801395141,-8.002176919,-7.503070352,-8.310691141,-7.485452247,-7.163675884,-7.705533774,-7.337242168,-7.777283529,-7.465973894,-8.603800653,-9.669586227,-7.40560745,54.33753004,0.047588439
FAFMAC_clean.cif,30.23260445,6.90682,4.93793,0.232045,1.26269,808.668,0.410926,-2.681229425,-6.408935393,-7.380906669,-7.298432015,-7.463441557,-6.696803943,-8.66756154,-7.730487056,-7.297569464,-7.694648631,-7.329754147,-8.501689446,-7.772113295,54.32199013,0.046053423
LAVTOT_clean.cif,24.42417569,6.62423,6.40305,0.275506,1.63118,851.041,0.598405,-2.836019131,-8.332547047,-7.578396073,-7.159893906,-8.505845406,-7.468521083,-6.36251027,-8.025488307,-8.191114133,-8.661543506,-7.910094889,-8.184422252,-7.906578315,54.29910725,0.045278101
KEDQAN_clean.cif,25.35170935,6.55073,4.22095,0.155361,1.24227,572.02,0.364777,-2.330296425,-7.850780887,-6.522878745,-7.974694135,-7.175874166,-6.866461092,-7.73754891,-8.098541679,-8.061480275,-8.187086643,-8.188424994,-8.3400838,-8.598599459,54.25756493,0.040115384
LELRUR_clean.cif,27.89669513,7.72765,5.006,0.357423,1.04806,1336.61,0.559521,9.423245874,-8.744727495,-7.152427341,-8.123205024,-8.172630727,-8.701146924,-8.610833916,-8.378823718,-9.096910013,-8.647817482,-7.906578315,-8.632644079,-8.431798276,54.2428487,0.051555744
ODODES_clean.cif,38.7191864,5.97359,4.32508,0.35512,0.993468,1454.7,0.548478,-1.704490077,-6.35753548,-7.066006836,-6.89279003,-7.795880017,-6.779891912,-7.07109231,-6.879426069,-6.987162775,-7.37161107,-6.793174124,-9.863279433,-7.000434512,54.22866271,0.02933605
